X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
10.25123,43.83905,train,9.885827018235643E-4,61.3612686376233,0.8595560819864172
10.2665,43.83137,train,3.264088240514992E-4,28.462545533418435,0.4769734470707282
10.2518,43.83976,train,9.218042559559866E-4,57.560036355242396,0.8396426609277499
10.2564,43.8449,train,6.993978029154732E-4,46.23895287577092,0.7506097793994974
10.25599,43.83935,train,7.358132745502186E-4,48.37485977120073,0.7680059728992081
10.26151,43.8148,train,0.0014862292778731448,79.0427725778604,0.9477169335914424
10.297,43.82971,train,1.733699757180943E-5,3.201336470623524,0.03383885732716807
10.25869,43.81948,train,0.0012355881069474372,73.36809200889309,0.9139997662071037
10.25154,43.84159,train,8.524204167041378E-4,53.82374159817635,0.8159560746616231
10.24884,43.84452,train,5.80130705020083E-4,40.64273791743726,0.6839698414402947
10.26496,43.80291,train,0.0018279828146964005,82.60664832188661,0.9734751835153934
10.26833,43.78692,train,0.0026373771659270384,98.36090654065535,0.9946828723313347
10.27258,43.78729,train,0.0011804615210297663,70.49065057664659,0.904051621406657
10.27964,43.77752,train,0.0010292828503057393,63.51514173027456,0.8704595321491178
10.28026,43.77751,train,9.938979247713505E-4,61.78575638983123,0.8610305326308569
10.2808,43.77719,train,9.806367363741123E-4,61.04347145598994,0.8573226344283922
10.27225,43.78027,train,0.0025584716226797707,97.05497505614399,0.9937809978580767
10.26194,43.80855,train,0.001500395637302147,79.63941000350165,0.9491671107843312
10.35961,43.83173,train,5.588015030138153E-6,0.5371576135504084,0.011034330171017626
10.26745,43.79108,train,0.0024335046088847126,94.56035395294539,0.9920295086123717
10.26944,43.78431,train,0.002701538562123085,99.16677639750722,0.9953188993686471
