X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
10.35323,43.83703,train,2.818557519930287E-4,42.08864148578241,0.6450848166683201
10.35294,43.83712,train,2.780880027021097E-4,41.312829168059935,0.6401360384978904
10.35496,43.83656,train,2.8799412291806605E-4,43.0738012420341,0.6530019723151407
