Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Conductivity_EPSG4326_50m_y2002 contribution,Precipitation_proj_2050_rcp45 contribution,Temperature_proj_2050_rcp45 contribution,Conductivity_EPSG4326_50m_y2002 permutation importance,Precipitation_proj_2050_rcp45 permutation importance,Temperature_proj_2050_rcp45 permutation importance,Training gain without Conductivity_EPSG4326_50m_y2002,Training gain without Precipitation_proj_2050_rcp45,Training gain without Temperature_proj_2050_rcp45,Training gain with only Conductivity_EPSG4326_50m_y2002,Training gain with only Precipitation_proj_2050_rcp45,Training gain with only Temperature_proj_2050_rcp45,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Aeshna_mixta,2,3.4012,3.7099,120,0.9932,10001,3.1290,36.9772,59.8938,0.0000,66.1012,33.8988,3.3938,0.9368,0.6905,0.0138,0.3945,0.9131,5.8092,0.0189,1.0000,0.0131,0.0835,0.0000,5.0000,0.0746,0.0460,0.0000,10.0000,0.1626,0.0320,0.0000,49.6613,0.7417,0.0070,0.0000,49.6613,0.7417,0.0070,0.0000,49.6613,0.7417,0.0070,0.0000,49.6613,0.7417,0.0070,0.0000,1.0040,0.0131,0.0834,0.0000,9.3802,0.1516,0.0333,0.0000
