Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Conductivity_EPSG4326_50m_y2002 contribution,Precipitation_proj_2050_rcp45 contribution,Temperature_proj_2050_rcp45 contribution,Conductivity_EPSG4326_50m_y2002 permutation importance,Precipitation_proj_2050_rcp45 permutation importance,Temperature_proj_2050_rcp45 permutation importance,Training gain without Conductivity_EPSG4326_50m_y2002,Training gain without Precipitation_proj_2050_rcp45,Training gain without Temperature_proj_2050_rcp45,Training gain with only Conductivity_EPSG4326_50m_y2002,Training gain with only Precipitation_proj_2050_rcp45,Training gain with only Temperature_proj_2050_rcp45,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Ardea_cinerea,54,0.5204,0.6938,280,0.8241,10046,54.4814,8.6775,36.8410,37.1248,17.0338,45.8414,0.3494,0.4836,0.3497,0.2773,0.1361,0.1704,8.6944,0.3559,1.0000,0.0733,0.8674,0.0000,5.0000,0.1409,0.6263,0.0370,10.0000,0.3052,0.5010,0.0741,3.7624,0.1058,0.6831,0.0000,20.6187,0.5046,0.3626,0.0926,34.7598,0.5915,0.2593,0.2593,20.6187,0.5046,0.3626,0.0926,3.7624,0.1058,0.6831,0.0000,5.8995,0.1665,0.5942,0.0556
