"specie","longitude","latitude"
"Tadorna tadorna",10.33365,43.8144
"Tadorna tadorna",10.35655,43.83635
"Tadorna tadorna",10.35655,43.83635
"Tadorna tadorna",10.35161,43.8179
"Tadorna tadorna",10.35161,43.8179
