"specie","longitude","latitude"
"Calidris pugnax",10.33291,43.81392
"Calidris pugnax",10.31509,43.81927
"Calidris pugnax",10.33365,43.8144
"Calidris pugnax",10.33365,43.8144
"Calidris pugnax",10.33365,43.8144
"Calidris pugnax",10.33365,43.8144
"Calidris pugnax",10.34032,43.8097
"Calidris pugnax",10.34032,43.8097
"Calidris pugnax",10.34032,43.8097
"Calidris pugnax",10.34032,43.8097
"Calidris pugnax",10.35161,43.8179
