"specie","longitude","latitude"
"Anas crecca",10.30761,43.862
"Anas crecca",10.32114,43.81122
"Anas crecca",10.35147,43.84005
"Anas crecca",10.35655,43.83635
"Anas crecca",10.35655,43.83635
"Anas crecca",10.35655,43.83635
"Anas crecca",10.35655,43.83635
"Anas crecca",10.35143,43.83991
"Anas crecca",10.34032,43.8097
"Anas crecca",10.35655,43.83635
