"specie","longitude","latitude"
"Anthus spinoletta",10.33125,43.81977
"Anthus spinoletta",10.30761,43.862
"Anthus spinoletta",10.32939,43.85363
"Anthus spinoletta",10.34032,43.8097
"Anthus spinoletta",10.34032,43.8097
"Anthus spinoletta",10.37076,43.8144
"Anthus spinoletta",10.34032,43.8097
"Anthus spinoletta",10.36196,43.82238
"Anthus spinoletta",10.35655,43.83635
"Anthus spinoletta",10.34032,43.8097
"Anthus spinoletta",10.34032,43.8097
