"specie","longitude","latitude"
"Netta rufina",10.25076,43.84848
"Netta rufina",10.30761,43.862
"Netta rufina",10.32939,43.85363
"Netta rufina",10.30312,43.85681
"Netta rufina",10.35655,43.83635
"Netta rufina",10.35655,43.83635
"Netta rufina",10.35655,43.83635
