"specie","longitude","latitude"
"Ptyonoprogne rupestris",10.30761,43.862
"Ptyonoprogne rupestris",10.35655,43.83635
"Ptyonoprogne rupestris",10.39782,43.79909
"Ptyonoprogne rupestris",10.35655,43.83635
"Ptyonoprogne rupestris",10.39782,43.79909
"Ptyonoprogne rupestris",10.35655,43.83635
"Ptyonoprogne rupestris",10.39782,43.79909
