"specie","longitude","latitude"
"Charadrius hiaticula",10.31509,43.81927
"Charadrius hiaticula",10.33365,43.8144
"Charadrius hiaticula",10.35655,43.83635
"Charadrius hiaticula",10.34032,43.8097
"Charadrius hiaticula",10.35161,43.8179
"Charadrius hiaticula",10.34032,43.8097
